v_ego,v_followed,v_oncoming,dist_flw_m,dist_oncom_m,engine_power_kw,weight_kg,road_friction,driver_age,years_driving,km_driven,rel_v_oncoming,rel_v_followed,target
138.0,125.07,131.83,66.47,824.05,222.97,2083.54,0.76,63.43,43.15,403.64,269.83,12.93,0
64.95,114.37,61.23,71.96,559.26,253.5,1795.12,0.7,76.2,40.83,161.96,126.18,-49.42,0
38.89,90.89,117.27,96.18,105.66,148.18,1557.37,0.59,28.86,27.09,69.44,156.16,-52.0,0
60.79,49.55,87.75,59.15,328.69,149.48,2989.28,0.23,34.02,47.21,81.36,148.54,11.24,0
114.75,23.34,84.71,73.06,415.08,128.72,1381.57,0.93,89.69,32.06,495.9,199.46,91.41,0
72.39,44.13,74.82,84.53,984.14,298.64,1992.51,0.54,50.42,46.31,154.94,147.21,28.26,1
66.35,65.21,90.78,89.38,1474.8,86.75,1458.99,0.59,15.4,14.49,209.48,157.13,1.14,0
32.95,64.28,76.76,79.31,1228.62,180.25,1792.53,0.78,50.63,6.3,125.64,109.71,-31.33,0
105.91,32.8,125.47,50.47,221.3,235.94,1335.06,0.57,53.28,24.37,263.07,231.38,73.11,0
61.87,49.16,120.46,36.74,635.39,105.98,2165.56,0.34,45.59,25.12,340.22,182.33,12.71,0
31.64,51.78,97.52,69.52,1079.97,287.52,2897.05,0.96,30.98,24.09,425.29,129.16,-20.14,0
43.6,24.51,144.43,50.4,1438.82,154.82,2489.65,0.47,23.09,42.28,100.03,188.03,19.09,1
134.75,115.96,100.95,52.5,1599.02,174.85,2596.68,0.1,22.7,10.66,290.86,235.7,18.79,1
110.49,75.54,142.95,41.72,537.7,286.99,2070.99,0.47,60.63,36.98,358.56,253.44,34.95,0
44.7,65.62,78.77,87.61,1372.7,218.37,2849.18,0.87,52.64,30.2,497.26,123.47,-20.92,0
110.67,87.78,105.4,45.6,389.64,81.89,2508.81,0.63,69.03,21.62,182.68,216.07,22.89,0
58.88,41.3,37.56,71.08,1723.4,65.42,1501.93,0.57,66.26,34.34,460.68,96.44,17.58,1
66.39,24.61,104.95,91.55,1215.07,65.03,1359.47,0.85,49.66,35.47,221.59,171.34,41.78,1
149.93,109.26,110.65,30.2,595.5,117.52,2686.25,0.32,48.51,33.2,411.83,260.58,40.67,0
88.73,39.01,87.83,51.34,863.46,255.84,2367.92,0.66,74.67,46.72,388.56,176.56,49.72,1
96.42,87.56,31.63,68.11,588.24,188.59,2794.46,0.15,18.04,17.17,23.35,128.05,8.86,0
92.57,25.18,43.61,64.55,261.56,202.8,2436.32,0.37,48.39,43.63,7.2,136.18,67.39,0
63.69,96.09,122.77,43.82,324.51,210.27,2436.49,0.78,32.92,6.81,90.28,186.46,-32.4,0
132.14,65.15,67.19,48.84,1947.15,212.96,1974.66,0.94,64.01,6.35,415.47,199.33,66.99,1
68.92,24.0,146.38,14.29,1736.81,193.07,2046.34,0.38,24.01,35.51,139.01,215.3,44.92,1
39.67,49.16,48.65,78.62,1948.07,147.13,2741.56,0.5,38.91,19.33,95.4,88.32,-9.49,1
146.38,50.77,148.79,41.06,1088.34,291.2,2505.75,0.55,72.07,43.61,377.8,295.17,95.61,1
137.41,116.22,134.5,62.96,1160.47,83.93,2928.26,0.28,34.74,16.41,275.5,271.91,21.19,0
138.73,79.65,127.37,99.09,1970.1,62.81,2756.37,0.75,52.15,8.92,175.27,266.1,59.08,1
76.98,87.69,59.36,96.19,1525.06,253.16,1468.43,0.11,29.4,25.8,447.34,136.34,-10.71,0
64.18,22.73,43.27,49.52,1244.66,278.31,2812.05,0.22,28.15,1.58,11.87,107.45,41.45,1
41.76,70.84,73.92,47.42,1966.37,186.4,1801.11,0.75,70.54,46.98,299.37,115.68,-29.08,1
138.29,127.36,148.51,67.48,944.82,144.87,2772.97,0.27,36.01,19.85,478.12,286.8,10.93,0
135.59,80.72,66.3,28.34,371.7,197.34,1628.81,0.63,85.46,48.27,90.61,201.89,54.87,0
109.13,100.93,92.88,93.28,1021.86,154.91,1951.39,0.78,77.8,31.75,256.52,202.01,8.2,0
105.87,89.3,87.03,90.27,1210.1,133.26,1995.01,0.62,59.68,33.05,24.08,192.9,16.57,0
137.29,112.31,115.53,14.03,927.66,80.74,1314.02,0.89,68.87,5.77,249.96,252.82,24.98,1
71.86,22.02,136.57,72.27,1090.08,168.98,1526.8,0.64,20.42,17.05,66.76,208.43,49.84,1
33.02,20.62,34.79,97.47,518.13,246.91,1880.4,0.46,75.02,47.46,348.45,67.81,12.4,0
33.18,79.72,100.65,30.95,380.22,138.98,1960.97,0.3,58.84,32.55,175.99,133.83,-46.54,0
67.45,96.49,123.5,19.02,1860.82,214.05,2468.59,0.45,73.14,13.06,305.49,190.95,-29.04,1
100.15,41.93,81.04,95.79,781.72,65.23,2727.19,0.45,17.77,11.42,477.35,181.19,58.22,1
136.57,125.52,57.74,30.15,1481.71,270.65,2529.34,0.11,80.1,27.87,433.17,194.31,11.05,1
134.62,34.97,109.53,32.74,1993.96,299.36,2352.52,0.53,32.34,7.91,460.02,244.15,99.65,1
77.52,125.01,70.85,35.39,1431.18,137.23,2820.49,0.99,82.76,16.11,227.68,148.37,-47.49,0
53.84,122.68,147.89,29.29,1724.47,139.94,1611.81,0.56,16.72,46.13,298.67,201.73,-68.84,0
49.55,79.2,128.53,92.64,1243.44,257.64,2450.21,0.81,70.12,44.14,486.17,178.08,-29.65,0
128.21,114.5,89.03,70.63,1131.43,193.09,1857.03,0.9,66.67,35.33,457.67,217.24,13.71,0
73.59,92.75,71.41,84.07,1944.73,257.34,2473.39,0.7,39.42,42.76,392.36,145.0,-19.16,0
33.08,101.27,48.44,25.95,1364.24,268.87,2025.28,0.16,18.3,35.89,135.17,81.52,-68.19,1
120.75,96.85,132.15,58.34,880.41,237.03,1955.34,0.54,76.59,25.09,146.79,252.9,23.9,0
50.82,81.08,94.09,12.6,1573.57,246.39,1539.72,0.48,27.34,4.97,146.11,144.91,-30.26,1
82.51,69.88,95.47,91.75,1093.82,268.19,1617.95,0.85,21.48,2.1,404.16,177.98,12.63,0
39.15,75.43,116.12,73.75,957.37,207.32,2476.37,0.1,54.24,42.34,87.49,155.27,-36.28,0
131.65,66.85,115.43,31.86,280.29,79.3,1468.43,0.12,60.67,16.42,174.87,247.08,64.8,0
128.97,64.25,139.79,38.42,746.54,112.32,1906.46,0.45,65.53,34.17,8.7,268.76,64.72,1
105.28,95.54,149.8,75.38,1301.63,109.18,1515.3,0.5,76.69,22.91,474.7,255.08,9.74,0
122.32,82.72,66.9,81.09,851.96,168.96,2121.52,0.13,75.49,17.3,387.09,189.22,39.6,1
93.47,124.53,46.01,57.31,514.2,160.21,1892.24,0.63,22.97,49.92,375.17,139.48,-31.06,0
109.66,52.04,65.6,35.83,1520.14,179.47,2836.91,0.81,63.61,27.17,400.27,175.26,57.62,1
40.97,28.35,42.41,99.94,680.76,270.57,2472.27,0.7,35.74,24.37,302.93,83.38,12.62,0
137.95,96.1,99.55,80.13,1966.96,191.62,2906.56,0.88,89.64,24.93,484.34,237.5,41.85,1
38.18,60.18,137.5,18.37,1296.62,205.37,1959.19,0.27,78.79,21.22,122.48,175.68,-22.0,0
86.24,23.78,121.71,21.74,337.32,69.12,1901.74,0.75,89.45,21.38,232.81,207.95,62.46,0
133.87,75.48,120.65,14.37,267.13,150.73,2153.03,0.39,79.5,29.14,156.9,254.52,58.39,0
117.63,122.01,94.73,24.81,411.44,140.4,2071.4,0.3,86.27,39.84,41.28,212.36,-4.38,0
31.19,48.23,91.79,91.54,1596.08,198.66,2994.23,0.67,32.31,12.38,372.82,122.98,-17.04,0
84.57,99.36,53.14,36.18,1848.54,154.49,1585.13,1.0,53.13,8.17,124.08,137.71,-14.79,1
120.09,21.02,142.95,25.88,1958.01,186.43,2297.42,0.94,34.02,18.27,462.66,263.04,99.07,1
74.53,33.23,144.37,40.74,595.29,59.63,2550.82,0.69,39.87,24.52,486.84,218.9,41.3,0
128.43,58.77,62.27,16.86,1299.85,299.45,2131.47,0.26,74.98,2.86,485.31,190.7,69.66,1
148.53,93.61,106.75,43.69,353.19,266.83,2911.99,0.88,39.56,20.06,468.49,255.28,54.92,0
116.67,99.06,132.66,13.36,1682.24,296.76,2405.5,0.59,23.92,34.76,35.08,249.33,17.61,1
148.35,89.49,34.21,87.06,650.42,218.76,1866.16,0.68,47.8,37.61,434.73,182.56,58.86,1
30.24,54.47,109.81,14.69,1025.58,181.75,1373.04,0.36,23.93,40.76,14.54,140.05,-24.23,1
136.94,97.17,45.87,16.26,198.86,132.36,1524.55,0.26,26.01,47.8,294.75,182.81,39.77,0
37.5,32.97,37.97,78.69,440.92,229.56,1483.46,0.16,41.52,39.92,471.14,75.47,4.53,0
59.6,62.44,116.88,55.01,1542.02,140.49,2244.24,0.5,79.7,25.03,282.23,176.48,-2.84,0
109.44,101.79,104.3,95.16,1450.34,135.8,1718.48,0.91,54.3,11.93,197.87,213.74,7.65,0
49.26,52.83,131.0,17.41,1579.11,296.54,1320.79,0.2,89.8,2.56,388.03,180.26,-3.57,1
85.8,68.95,142.3,95.75,687.28,121.62,1702.49,0.7,40.71,25.36,87.74,228.1,16.85,0
126.34,112.72,89.29,16.17,1857.66,120.08,1665.73,0.52,15.14,46.69,316.93,215.63,13.62,1
81.18,89.77,103.38,53.35,928.91,241.07,1470.25,0.56,63.81,8.33,38.41,184.56,-8.59,0
141.93,126.8,103.61,46.93,354.76,171.43,1312.6,0.94,75.75,43.69,467.27,245.54,15.13,0
81.94,22.83,80.33,74.56,1815.44,148.59,2571.35,0.93,54.87,39.73,21.92,162.27,59.11,1
98.77,80.91,132.74,56.21,1192.59,230.42,2510.35,0.25,60.02,3.53,126.89,231.51,17.86,0
99.26,72.81,103.04,81.55,1381.56,289.55,1696.05,0.93,15.42,36.83,423.99,202.3,26.45,1
76.06,90.63,53.55,69.56,1297.81,153.9,2092.3,0.67,72.51,23.59,200.44,129.61,-14.57,0
45.61,27.98,142.94,78.82,264.93,115.21,2781.16,0.3,33.98,41.37,222.93,188.55,17.63,0
99.96,61.34,108.75,29.91,1451.36,56.76,2839.94,0.1,29.72,26.67,30.05,208.71,38.62,1
133.48,91.21,138.71,25.03,1890.52,59.21,2208.03,0.22,73.58,3.64,236.62,272.19,42.27,1
58.5,43.09,118.61,49.06,670.8,209.51,2786.05,0.88,55.04,29.85,6.64,177.11,15.41,0
33.6,81.84,90.93,69.5,608.37,203.53,1665.68,0.77,72.03,22.6,9.81,124.53,-48.24,0
64.29,74.77,99.85,52.84,1492.25,163.33,2768.81,0.34,24.24,37.12,451.72,164.14,-10.48,0
107.01,45.04,54.1,79.45,1358.8,133.9,2085.6,0.33,22.73,32.75,356.65,161.11,61.97,1
126.0,45.13,92.21,88.38,1376.5,195.54,2641.88,0.21,63.19,33.92,38.68,218.21,80.87,1
66.94,129.47,32.03,56.67,975.33,241.18,2525.75,0.39,57.91,25.26,397.39,98.97,-62.53,0
112.93,39.09,58.15,22.03,1062.09,153.85,2998.25,0.25,21.27,32.44,97.33,171.08,73.84,1
44.11,75.72,85.5,39.35,810.61,179.83,2859.96,0.17,88.95,15.39,132.44,129.61,-31.61,0
96.48,119.9,95.27,19.22,319.29,98.51,2096.48,0.29,37.09,17.33,169.69,191.75,-23.42,0
40.24,22.98,131.48,45.29,254.2,217.43,2072.31,0.44,24.81,44.96,252.78,171.72,17.26,0
56.35,97.3,58.43,36.97,970.7,293.82,1893.28,0.14,81.15,26.97,389.47,114.78,-40.95,0
119.92,45.74,76.61,55.19,1470.82,208.75,2627.74,0.78,79.97,21.64,38.0,196.53,74.18,1
132.31,55.12,35.56,83.97,428.96,95.08,1501.5,0.62,15.15,30.33,275.03,167.87,77.19,0
92.28,94.59,103.81,64.05,1801.33,84.58,1966.23,0.3,35.84,9.23,166.09,196.09,-2.31,0
97.97,123.01,108.9,44.31,1290.93,147.01,1547.01,0.9,84.5,18.9,372.61,206.87,-25.04,0
139.78,75.21,87.06,52.63,1881.7,95.33,2775.73,0.83,21.63,33.71,300.28,226.84,64.57,1
70.04,63.79,80.56,13.86,1224.19,82.02,2891.33,0.75,50.79,49.63,466.32,150.6,6.25,1
120.51,104.98,105.84,45.6,1360.11,282.85,2266.72,0.81,46.13,4.03,430.76,226.35,15.53,0
113.96,38.82,70.06,49.0,1096.78,241.17,1504.26,0.73,56.15,29.77,349.23,184.02,75.14,1
94.72,51.01,120.51,63.73,778.96,146.75,1594.45,0.15,86.86,33.29,111.57,215.23,43.71,1
80.23,117.0,96.73,43.64,1836.44,214.44,2261.96,0.75,89.0,2.75,488.54,176.96,-36.77,0
107.85,81.04,36.72,59.78,1612.93,90.15,1568.86,0.54,41.73,11.64,46.82,144.57,26.81,1
112.27,64.04,69.42,14.65,570.37,109.2,2214.25,0.9,74.11,8.84,352.49,181.69,48.23,1
133.46,50.19,132.05,55.63,662.26,82.85,2296.7,0.68,87.83,32.0,350.07,265.51,83.27,1
81.88,40.94,121.78,39.24,1717.1,217.12,2837.83,0.66,31.77,2.95,443.52,203.66,40.94,1
30.39,25.33,57.71,24.66,1632.07,100.85,1982.33,0.8,35.04,48.63,211.37,88.1,5.06,1
80.11,61.51,75.79,31.91,680.33,60.87,1529.58,0.34,61.76,6.97,249.38,155.9,18.6,1
58.98,91.13,90.2,33.98,1201.12,134.42,2299.18,0.19,30.77,18.53,372.85,149.18,-32.15,0
143.57,23.52,135.84,96.17,1257.89,181.64,2907.51,0.46,65.83,7.89,201.64,279.41,120.05,1
71.86,124.02,88.37,47.05,766.36,230.39,1621.01,0.63,36.97,16.92,72.02,160.23,-52.16,0
30.19,101.2,43.51,34.27,1054.25,254.8,1432.65,0.62,30.05,41.59,227.26,73.7,-71.01,1
117.89,100.67,73.25,73.16,1334.39,159.74,2441.75,0.65,71.9,34.88,252.0,191.14,17.22,0
103.83,108.8,42.46,57.98,186.37,292.8,1600.28,0.83,24.65,48.37,114.09,146.29,-4.97,0
139.16,120.58,123.43,63.51,182.34,223.69,2341.69,0.93,57.55,18.42,80.08,262.59,18.58,0
78.65,91.34,135.35,98.24,276.01,59.07,1832.6,0.38,35.65,20.53,155.76,214.0,-12.69,0
35.44,48.34,141.29,60.78,314.26,106.33,2187.62,0.52,72.91,30.02,26.11,176.73,-12.9,0
34.04,48.37,83.52,44.05,1848.96,203.72,2283.97,0.33,39.0,49.01,318.7,117.56,-14.33,1
132.66,56.84,60.01,12.98,1540.46,246.01,1435.49,0.56,47.65,2.21,115.45,192.67,75.82,1
92.81,41.34,132.79,72.88,501.86,290.17,2664.79,0.33,22.19,4.31,135.53,225.6,51.47,0
51.71,126.76,137.29,93.53,935.03,281.39,2808.36,0.88,41.99,3.23,381.24,189.0,-75.05,0
137.83,80.95,97.23,91.04,1216.68,183.91,2161.91,0.48,79.2,37.25,279.5,235.06,56.88,1
42.66,119.98,36.19,13.19,1150.12,160.41,1920.9,0.72,88.1,15.39,449.29,78.85,-77.32,1
78.38,83.17,92.91,38.36,441.2,151.87,1840.07,0.21,49.73,38.15,468.54,171.29,-4.79,0
31.55,33.87,129.9,33.95,731.09,176.18,2134.42,0.75,85.24,45.02,392.64,161.45,-2.32,0
135.34,28.19,144.94,38.94,106.59,218.81,2920.49,0.78,66.35,7.21,492.58,280.28,107.15,0
130.24,128.31,45.07,24.31,617.28,256.73,2935.02,0.87,89.91,36.49,485.28,175.31,1.93,0
116.81,27.66,50.69,66.62,1170.44,221.63,2468.92,0.16,62.28,39.58,68.72,167.5,89.15,1
146.77,34.34,98.93,45.54,771.75,80.19,2411.32,0.93,25.46,4.46,122.44,245.7,112.43,1
58.85,96.78,79.29,99.29,157.27,171.43,1704.62,0.35,35.5,8.75,111.92,138.14,-37.93,0
107.27,43.68,128.15,55.99,662.37,253.53,2621.5,0.17,74.76,38.34,395.17,235.42,63.59,1
71.5,111.21,118.38,83.17,1151.2,121.44,1827.24,0.44,50.21,34.18,271.45,189.88,-39.71,0
107.38,104.67,38.62,11.69,1943.19,221.96,1471.89,0.77,46.28,10.45,13.1,146.0,2.71,1
107.7,112.99,75.08,53.27,477.46,212.83,2684.45,0.95,54.16,41.19,80.53,182.78,-5.29,0
145.33,21.83,64.99,42.91,1994.44,73.39,1487.8,0.12,29.61,14.67,211.05,210.32,123.5,1
64.73,54.79,48.34,39.73,777.31,214.86,2539.78,0.96,34.58,31.49,274.97,113.07,9.94,0
109.04,71.34,130.43,73.62,1072.8,107.97,2304.75,0.69,58.0,31.93,440.99,239.47,37.7,1
137.77,115.02,125.23,91.37,1941.97,242.51,1313.05,0.98,37.87,31.97,39.47,263.0,22.75,1
64.05,94.38,81.85,45.58,363.34,298.64,1999.56,0.44,25.13,37.72,403.69,145.9,-30.33,0
82.06,37.3,142.88,95.42,556.85,72.09,1786.09,0.33,32.41,18.83,128.19,224.94,44.76,0
149.06,118.29,123.81,30.65,211.9,157.06,2781.53,0.34,41.14,34.4,234.34,272.87,30.77,0
129.01,104.29,79.93,33.31,269.64,254.24,2763.31,0.44,18.11,17.88,329.09,208.94,24.72,0
40.79,70.71,95.04,44.21,1934.88,90.5,1447.44,0.18,43.05,37.88,480.8,135.83,-29.92,1
62.38,54.9,125.07,32.25,1030.29,234.96,2739.21,0.61,76.53,15.18,438.03,187.45,7.48,0
104.79,56.4,35.9,35.16,172.58,89.72,1993.33,0.22,35.8,22.74,383.22,140.69,48.39,0
132.0,73.95,119.94,56.2,1213.28,238.14,2039.06,0.84,32.48,8.0,466.78,251.94,58.05,1
82.06,33.99,101.09,40.42,835.41,135.83,1716.19,0.84,26.7,33.28,385.8,183.15,48.07,1
87.16,79.8,82.2,62.07,1337.72,161.94,2412.16,0.18,46.63,21.98,212.37,169.36,7.36,0
140.19,52.53,93.3,51.69,1256.19,244.35,2903.89,0.8,70.48,17.12,70.97,233.49,87.66,1
111.73,117.71,90.76,44.44,174.21,283.3,2641.82,0.8,52.4,18.1,198.45,202.49,-5.98,0
111.49,100.88,131.72,83.86,667.53,94.23,2032.09,0.65,84.67,2.1,326.0,243.21,10.61,0
115.72,86.33,103.9,16.09,1332.99,181.24,2887.81,0.26,86.91,46.44,353.02,219.62,29.39,1
33.71,29.45,123.72,58.15,1178.24,145.15,2206.68,0.56,33.46,20.61,366.41,157.43,4.26,0
78.39,30.96,111.94,18.38,814.37,102.45,2693.66,0.45,59.08,2.69,215.88,190.33,47.43,1
97.28,60.16,118.64,56.28,473.17,125.65,2769.66,0.92,46.62,42.89,256.5,215.92,37.12,0
66.77,112.92,88.55,88.71,1355.55,212.28,2115.35,0.21,40.01,31.76,343.16,155.32,-46.15,0
90.05,42.02,54.49,74.78,521.05,66.84,1552.97,0.94,85.19,5.43,422.94,144.54,48.03,1
146.35,41.73,127.19,88.33,182.74,185.77,1920.23,0.95,62.66,8.82,196.62,273.54,104.62,0
53.55,68.72,136.6,40.33,383.29,250.9,2315.2,0.84,78.9,10.02,225.49,190.15,-15.17,0
63.16,30.89,110.87,95.53,1525.04,149.78,2537.92,0.87,39.72,43.72,287.31,174.03,32.27,1
66.76,78.0,37.67,42.33,216.67,72.42,1708.22,0.37,88.42,32.74,85.22,104.43,-11.24,0
139.3,24.58,80.77,38.48,165.43,275.88,1950.49,0.95,87.84,46.28,123.76,220.07,114.72,0
108.77,100.57,45.72,88.27,667.56,169.96,1955.77,0.23,58.89,9.16,105.62,154.49,8.2,0
45.81,32.85,76.02,75.5,766.62,264.95,1449.51,0.78,43.53,13.06,148.58,121.83,12.96,0
33.98,105.81,96.0,51.54,746.73,68.47,2394.1,0.96,61.04,38.14,91.18,129.98,-71.83,0
90.94,40.18,69.06,37.14,311.78,71.3,2860.61,0.91,31.06,22.02,96.5,160.0,50.76,0
95.6,48.02,98.19,63.53,474.33,278.93,2331.44,0.17,76.58,9.5,226.41,193.79,47.58,0
97.38,30.29,97.87,38.34,1783.21,59.63,2543.72,0.9,50.04,16.51,79.79,195.25,67.09,1
103.64,84.82,148.37,99.28,1887.43,170.84,2625.39,0.31,51.64,4.5,463.08,252.01,18.82,0
71.99,99.81,116.34,49.91,987.22,215.04,1535.37,0.97,71.51,16.22,226.82,188.33,-27.82,0
66.77,85.11,145.67,11.98,527.46,206.4,1556.93,0.64,67.26,40.36,335.63,212.44,-18.34,0
89.81,83.88,111.53,22.9,1421.69,172.5,1426.84,0.37,68.01,39.36,341.26,201.34,5.93,0
60.14,103.1,130.58,53.25,216.61,128.56,2615.33,0.88,17.86,16.9,84.73,190.72,-42.96,0
49.53,59.16,52.58,29.7,789.44,140.89,2455.38,0.68,71.14,41.09,246.37,102.11,-9.63,0
122.45,124.26,139.86,16.8,271.99,165.32,2733.45,0.88,33.29,11.64,96.37,262.31,-1.81,0
76.93,78.31,120.66,63.99,1527.61,240.13,2672.58,0.48,28.43,4.68,330.5,197.59,-1.38,0
33.08,72.19,111.15,65.08,1670.7,155.05,1915.44,0.62,33.43,15.09,110.31,144.23,-39.11,0
63.34,107.38,35.08,82.86,242.84,225.58,2890.21,0.62,55.94,45.44,118.89,98.42,-44.04,0
106.19,122.34,117.67,40.83,1741.24,235.66,1515.2,0.68,42.72,15.34,191.15,223.86,-16.15,0
148.09,56.66,40.68,21.5,993.79,214.66,2934.68,0.68,82.52,30.44,126.77,188.77,91.43,1
106.33,56.23,108.74,80.29,302.71,122.93,2163.0,0.43,30.05,7.79,365.32,215.07,50.1,0
89.46,21.54,55.66,39.83,249.17,237.78,1508.87,0.54,76.06,33.79,205.02,145.12,67.92,0
87.22,47.77,47.5,38.17,278.97,112.71,1615.27,0.69,68.39,26.79,356.21,134.72,39.45,0
108.83,83.77,30.56,38.54,970.46,134.84,2248.76,0.23,80.66,42.19,470.18,139.39,25.06,1
61.12,102.35,83.71,31.98,480.66,227.85,2102.71,0.63,28.85,24.42,276.79,144.83,-41.23,0
87.29,61.92,72.98,31.09,381.62,193.74,2377.58,0.93,72.14,17.88,223.27,160.27,25.37,0
123.36,62.69,98.06,99.01,1126.18,129.96,2945.32,0.64,23.37,34.63,6.26,221.42,60.67,1
149.11,111.66,59.38,40.04,900.06,214.78,1316.46,0.93,42.33,41.81,273.79,208.49,37.45,1
55.21,118.92,38.81,30.91,1732.98,67.05,2148.16,0.24,17.07,37.11,318.55,94.02,-63.71,1
86.7,35.45,55.67,45.26,1787.78,253.57,2917.15,0.42,24.6,19.86,415.77,142.37,51.25,1
101.8,32.1,39.88,81.83,793.16,72.19,1694.28,0.86,54.2,1.03,283.53,141.68,69.7,1
70.22,104.7,81.55,55.52,1297.14,208.22,1630.02,0.42,55.4,42.75,128.62,151.77,-34.48,0
44.52,91.97,125.19,27.99,1837.5,173.37,2097.91,0.79,52.7,25.73,419.43,169.71,-47.45,1
104.51,65.2,105.38,67.06,339.61,217.59,2263.85,0.48,42.43,38.92,385.27,209.89,39.31,0
68.84,45.62,117.05,25.95,731.31,264.48,1870.45,0.49,24.6,27.17,115.59,185.89,23.22,1
124.99,41.15,52.49,38.99,871.41,275.9,2808.63,0.84,72.87,3.61,251.4,177.48,83.84,1
71.77,46.08,109.43,87.85,1821.71,89.44,1731.72,0.57,75.35,22.1,250.46,181.2,25.69,1
133.36,119.93,135.69,72.89,1264.56,156.62,1668.27,0.45,24.22,30.19,363.69,269.05,13.43,0
96.32,58.25,59.21,11.04,281.59,226.1,1541.06,0.47,82.1,7.4,74.92,155.53,38.07,0
42.41,59.06,109.2,36.05,1454.23,91.76,2865.63,0.58,78.28,39.48,241.48,151.61,-16.65,0
118.37,116.07,80.54,50.85,1104.45,160.85,2146.23,0.4,68.71,23.68,485.55,198.91,2.3,0
37.68,62.35,44.94,11.18,1013.65,232.44,2259.04,0.33,77.27,22.07,241.68,82.62,-24.67,1
52.79,107.17,84.88,90.88,177.6,149.67,2111.9,0.89,37.01,20.28,304.38,137.67,-54.38,0
71.67,86.44,128.02,18.9,1718.98,214.28,1738.15,0.9,33.08,4.44,294.53,199.69,-14.77,1
142.62,95.88,41.55,50.63,1997.71,151.96,2826.38,0.87,43.64,26.08,257.78,184.17,46.74,1
88.09,79.66,66.73,65.3,361.0,140.93,1512.88,0.99,40.93,9.58,128.72,154.82,8.43,0
67.83,115.33,123.04,45.15,558.6,149.67,2377.19,0.94,47.31,8.39,24.17,190.87,-47.5,0
62.53,95.45,95.31,88.18,1553.29,176.76,1957.33,0.16,54.23,11.94,415.71,157.84,-32.92,0
81.93,123.78,90.15,39.63,1368.57,205.13,2142.57,0.88,73.38,26.86,51.15,172.08,-41.85,0
96.3,99.74,76.52,30.64,1030.59,128.97,2933.66,0.4,79.16,37.82,68.6,172.82,-3.44,0
62.5,51.9,108.58,88.47,1563.02,158.83,2862.68,0.64,26.42,47.29,176.69,171.08,10.6,0
53.49,104.94,102.19,10.36,104.79,212.6,2608.8,0.28,56.51,32.83,184.6,155.68,-51.45,0
131.9,28.02,135.23,15.5,242.04,216.48,1721.1,0.87,67.76,41.86,277.38,267.13,103.88,0
143.0,123.95,80.48,88.4,1484.82,166.57,1587.78,0.83,71.18,12.73,50.75,223.48,19.05,0
117.03,82.62,101.72,96.31,502.55,209.4,2481.19,0.77,74.37,47.86,194.68,218.75,34.41,0
78.79,128.46,37.6,26.2,1161.72,117.64,1804.29,0.28,50.93,5.36,423.6,116.39,-49.67,1
79.29,71.46,103.57,58.12,1608.46,192.01,1859.4,0.38,72.37,23.65,171.64,182.86,7.83,0
40.64,92.11,139.35,82.1,1409.75,118.01,1923.25,0.96,41.69,13.93,14.57,179.99,-51.47,0
32.03,59.08,116.6,79.71,1994.13,96.14,1976.89,0.81,55.67,13.67,231.16,148.63,-27.05,0
131.04,120.05,125.07,84.43,1077.59,134.26,1644.74,0.45,43.71,36.49,105.62,256.11,10.99,0
136.83,120.66,68.62,71.84,536.32,224.38,1508.14,0.22,17.22,38.85,413.83,205.45,16.17,0
101.09,99.87,108.47,53.88,515.79,79.45,1844.6,0.95,77.21,8.32,61.77,209.56,1.22,0
122.55,87.56,54.32,13.89,413.95,296.47,2254.05,0.16,79.32,38.95,44.96,176.87,34.99,1
147.89,23.68,122.62,83.18,387.09,254.58,2331.27,0.37,84.14,21.85,342.55,270.51,124.21,0
86.0,91.53,88.86,73.5,1571.51,192.88,2371.92,0.58,19.93,13.2,228.09,174.86,-5.53,0
81.66,102.09,94.97,45.36,1692.0,219.89,2271.27,0.64,31.66,40.85,76.54,176.63,-20.43,0
39.24,54.9,116.96,66.5,1794.49,104.23,2764.13,0.17,73.64,25.06,16.14,156.2,-15.66,0
110.54,71.1,145.31,71.1,894.59,86.95,2239.59,0.92,70.04,26.4,451.59,255.85,39.44,0
56.42,28.52,111.47,15.13,1330.76,108.76,2995.62,0.9,48.2,35.65,136.51,167.89,27.9,1
35.43,81.4,93.21,31.27,1834.48,180.11,2284.25,0.71,48.06,7.6,217.47,128.64,-45.97,1
58.52,72.16,138.17,33.18,572.26,282.39,1685.72,0.56,38.12,15.6,159.85,196.69,-13.64,0
107.84,56.3,63.65,54.95,1564.7,135.44,1534.79,0.69,35.25,4.41,161.69,171.49,51.54,1
148.73,49.54,93.21,75.24,960.95,173.18,1504.23,0.22,44.34,36.96,49.94,241.94,99.19,1
35.47,99.97,105.69,64.93,297.13,252.28,2074.55,0.95,54.85,34.17,181.65,141.16,-64.5,0
138.03,118.46,72.75,98.17,1234.16,286.53,2265.34,0.52,16.71,30.36,497.79,210.78,19.57,0
36.76,127.41,32.43,71.16,833.53,93.97,2892.39,0.4,43.78,16.51,320.5,69.19,-90.65,0
129.09,95.62,75.38,85.06,1910.37,113.37,2353.37,0.77,45.3,20.61,337.03,204.47,33.47,1
114.82,126.97,147.95,93.86,1618.64,252.81,2094.29,0.65,82.58,16.73,95.05,262.77,-12.15,0
